CVE_ID,Description,Impact
CVE-1999-1566,Buffer overflow in iParty server 1.2 and earlier allows remote attackers to cause a denial of service (crash) by connecting to default port 6004 and sending repeated extended characters.,MEDIUM
CVE-1999-0806,Buffer overflow in Solaris dtprintinfo program.,HIGH
CVE-1999-0754,The INN inndstart program allows local users to gain privileges by specifying an alternate configuration file using the INNCONF environmental variable.,HIGH
CVE-1999-0773,Buffer overflow in Solaris lpset program allows local users to gain root access.,HIGH
CVE-1999-0785,"The INN inndstart program allows local users to gain root privileges via the ""pathrun"" parameter in the inn.conf file.",HIGH
CVE-1999-1033,"Microsoft Outlook Express before 4.72.3612.1700 allows a malicious user to send a message that contains a .., which can inadvertently cause Outlook to re-enter POP3 command mode and cause the POP3 session to hang.",MEDIUM
CVE-1999-1520,"A configuration problem in the Ad Server Sample directory (AdSamples) in Microsoft Site Server 3.0 allows an attacker to obtain the SITE.CSC file, which exposes sensitive SQL database information.",MEDIUM
CVE-1999-0229,Denial of service in Windows NT IIS server using ..\..,MEDIUM
CVE-1999-0776,Alibaba HTTP server allows remote attackers to read files via a .. (dot dot) attack.,MEDIUM
CVE-1999-1368,"AV Option for MS Exchange Server option for InoculateIT 4.53, and possibly other versions, only scans the Inbox folder tree of a Microsoft Exchange server, which could allow viruses to escape detection if a user's rules cause the message to be moved to a different mailbox.",HIGH
CVE-1999-1029,"SSH server (sshd2) before 2.0.12 does not properly record login attempts if the connection is closed before the maximum number of tries, allowing a remote attacker to guess the password without showing up in the audit logs.",HIGH
CVE-1999-1366,"Pegasus e-mail client 3.0 and earlier uses weak encryption to store POP3 passwords in the pmail.ini file, which allows local users to easily decrypt the passwords and read e-mail.",LOW
CVE-1999-0489,"MSHTML.DLL in Internet Explorer 5.0 allows a remote attacker to paste a file name into the file upload intrinsic control, a variant of ""untrusted scripted paste"" as described in MS:MS98-013.",HIGH
CVE-1999-0716,Buffer overflow in Windows NT 4.0 help file utility via a malformed help file.,MEDIUM
CVE-1999-1156,BisonWare FTP Server 4.1 and earlier allows remote attackers to cause a denial of service via a malformed PORT command that contains a non-numeric character and a large number of carriage returns.,MEDIUM
CVE-1999-1510,"Buffer overflows in Bisonware FTP server prior to 4.1 allow remote attackers to cause a denial of service, and possibly execute arbitrary commands, via long (1) USER, (2) LIST, or (3) CWD commands.",HIGH
CVE-1999-0765,SGI IRIX midikeys program allows local users to modify arbitrary files via a text editor.,HIGH
CVE-1999-1030,"counter.exe 2.70 allows a remote attacker to cause a denial of service (hang) via an HTTP request that ends in %0A (newline), which causes a malformed entry in the counter log that produces an access violation.",MEDIUM
CVE-1999-1031,counter.exe 2.70 allows a remote attacker to cause a denial of service (hang) via a long argument.,MEDIUM
CVE-1999-0715,Buffer overflow in Remote Access Service (RAS) client allows an attacker to execute commands or cause a denial of service via a malformed phonebook entry.,MEDIUM
CVE-1999-1393,"Control Panel ""Password Security"" option for Apple Powerbooks allows attackers with physical access to the machine to bypass the security by booting it with an emergency startup disk and using a disk editor to modify the on/off toggle or password in the aaaaaaaAPWD file, which is normally inaccessible.",MEDIUM
CVE-1999-0928,Buffer overflow in SmartDesk WebSuite allows remote attackers to cause a denial of service via a long URL.,MEDIUM
CVE-1999-0762,"When Javascript is embedded within the TITLE tag, Netscape Communicator allows a remote attacker to use the ""about"" protocol to gain access to browser information.",LOW
CVE-1999-0803,The fwluser script in AIX eNetwork Firewall allows local users to write to arbitrary files via a symlink attack.,LOW
CVE-1999-1414,"IBM Netfinity Remote Control allows local users to gain administrator privileges by starting programs from the process manager, which runs with system level privileges.",HIGH
CVE-1999-0771,The web components of Compaq Management Agents and the Compaq Survey Utility allow a remote attacker to read arbitrary files via a .. (dot dot) attack.,MEDIUM
CVE-1999-0920,Buffer overflow in the pop-2d POP daemon in the IMAP package allows remote attackers to gain privileges via the FOLD command.,HIGH
CVE-1999-0927,NTMail allows remote attackers to read arbitrary files via a .. (dot dot) attack.,MEDIUM
CVE-1999-0755,"Windows NT RRAS and RAS clients cache a user's password even if the user has not selected the ""Save password"" option.",MEDIUM
CVE-1999-0802,Buffer overflow in Internet Explorer 5 allows remote attackers to execute commands via a malformed Favorites icon.,HIGH
CVE-1999-0917,The Preloader ActiveX control used by Internet Explorer allows remote attackers to read arbitrary files.,MEDIUM
CVE-1999-1028,Symantec pcAnywhere 8.0 allows remote attackers to cause a denial of service (CPU utilization) via a large amount of data to port 5631.,MEDIUM
CVE-1999-1485,"nsd in IRIX 6.5 through 6.5.2 exports a virtual filesystem on a UDP port, which allows remote attackers to view files and cause a possible denial of service by mounting the nsd virtual file system.",MEDIUM
CVE-2000-0333,"tcpdump, Ethereal, and other sniffer packages allow remote attackers to cause a denial of service via malformed DNS packets in which a jump offset refers to itself, which causes tcpdump to enter an infinite loop while decompressing the packet.",MEDIUM
CVE-1999-0772,Denial of service in Compaq Management Agents and the Compaq Survey Utility via a long string sent to port 2301.,MEDIUM
CVE-1999-0804,"Denial of service in Linux 2.2.x kernels via malformed ICMP packets containing unusual types, codes, and IP header lengths.",MEDIUM
CVE-1999-1063,CDomain whois_raw.cgi whois CGI script allows remote attackers to execute arbitrary commands via shell metacharacters in the fqdn parameter.,HIGH
CVE-2000-0364,"screen and rxvt in Red Hat Linux 6.0 do not properly set the modes of tty devices, which allows local users to write to other ttys.",MEDIUM
CVE-2000-0365,"Red Hat Linux 6.0 installs the /dev/pts file system with insecure modes, which allows local users to write to other tty devices.",MEDIUM
CVE-2000-0373,Vulnerabilities in the KDE kvt terminal program allow local users to gain root privileges.,HIGH
CVE-2000-0481,Buffer overflow in KDE Kmail allows a remote attacker to cause a denial of service via an attachment with a long file name.,MEDIUM
CVE-1999-1400,"The Economist screen saver 1999 with the ""Password Protected"" option enabled allows users with physical access to the machine to bypass the screen saver and read files by running Internet Explorer while the screen is still locked.",LOW
CVE-1999-1412,"A possible interaction between Apple MacOS X release 1.0 and Apache HTTP server allows remote attackers to cause a denial of service (crash) via a flood of HTTP GET requests to CGI programs, which generates a large number of processes.",MEDIUM
CVE-1999-0970,The OmniHTTPD visadmin.exe program allows a remote attacker to conduct a denial of service via a malformed URL which causes a large number of temporary files to be created.,MEDIUM
CVE-1999-1237,"Multiple buffer overflows in smbvalid/smbval SMB authentication library, as used in Apache::AuthenSmb and possibly other modules, allows remote attackers to execute arbitrary commands via (1) a long username, (2) a long password, and (3) other unspecified methods.",HIGH
CVE-1999-0493,"rpc.statd allows remote attackers to forward RPC calls to the local operating system via the SM_MON and SM_NOTIFY commands, which in turn could be used to remotely exploit other bugs such as in automountd.",HIGH
CVE-1999-1496,"Sudo 1.5 in Debian Linux 2.1 and Red Hat 6.0 allows local users to determine the existence of arbitrary files by attempting to execute the target filename as a program, which generates a different error message when the file does not exist.",LOW
CVE-1999-1231,"ssh 2.0.12, and possibly other versions, allows valid user names to attempt to enter the correct password multiple times, but only prompts an invalid user name for a password once, which allows remote attackers to determine user account names on the server.",MEDIUM
CVE-2000-0118,"The Red Hat Linux su program does not log failed password guesses if the su process is killed before it times out, which allows local attackers to conduct brute force password guessing.",HIGH
CVE-1999-0775,"Cisco Gigabit Switch routers running IOS allow remote attackers to forward unauthorized packets due to improper handling of the ""established"" keyword in an access list.",HIGH
CVE-1999-1023,"useradd in Solaris 7.0 does not properly interpret certain date formats as specified in the ""-e"" (expiration date) argument, which could allow users to login after their accounts have expired.",MEDIUM
CVE-1999-0713,The dtlogin program in Compaq Tru64 UNIX allows local users to gain root privileges.,HIGH
CVE-1999-0730,The zsoelim program in the Debian man-db package allows local users to overwrite files via a symlink attack.,HIGH
CVE-1999-0874,"Buffer overflow in IIS 4.0 allows remote attackers to cause a denial of service via a malformed request for files with .HTR, .IDC, or .STM extensions.",HIGH
CVE-1999-0929,Novell NetWare with Novell-HTTP-Server or YAWN web servers allows remote attackers to conduct a denial of service via a large number of HTTP GET requests.,MEDIUM
CVE-1999-0742,"The Debian mailman package uses weak authentication, which allows attackers to gain privileges.",MEDIUM
CVE-1999-0723,The Windows NT Client Server Runtime Subsystem (CSRSS) can be subjected to a denial of service when all worker threads are waiting for user input.,HIGH
CVE-1999-0731,The KDE klock program allows local users to unlock a session using malformed input.,MEDIUM
CVE-1999-1019,"SpectroSERVER in Cabletron Spectrum Enterprise Manager 5.0 installs a directory tree with insecure permissions, which allows local users to replace a privileged executable (processd) with a Trojan horse, facilitating a root or Administrator compromise.",HIGH
CVE-1999-0748,Buffer overflows in Red Hat net-tools package.,HIGH
CVE-1999-1470,"Eastman Work Management 3.21 stores passwords in cleartext in the COMMON and LOCATOR registry keys, which could allow local users to gain privileges.",MEDIUM
CVE-1999-0778,Buffer overflow in Xi Graphics Accelerated-X server allows local users to gain root access via a long display or query parameter.,HIGH
CVE-1999-1164,"Microsoft Outlook client allows remote attackers to cause a denial of service by sending multiple email messages with the same X-UIDL headers, which causes Outlook to hang.",MEDIUM
CVE-1999-0733,Buffer overflow in VMWare 1.0.1 for Linux via a long HOME environmental variable.,HIGH
CVE-1999-0938,MBone SDR Package allows remote attackers to execute commands via shell metacharacters in Session Initiation Protocol (SIP) messages.,HIGH
